ID	Name	DC	Item	Value	Weight	Crafting	Requires	ValueNumber	WeightNumber	Multiplier	Misc	Description
vampire	Vampire	25	Vampire Heart	15,000 gp	2 lb.	Crown of Darkness		15000	2	1		Even if a stake was driven through this heart, it is still harvestable as a useful item. This organ appears to drip darkness as much as it does blood. Those that have held one of these befouled organs claim to have heard whispers from the slain vampire, tempting them with power in exchange for loyalty beyond their vanquishing.
vampire-spawn	Vampire Spawn	10	Vampire Spawn Fang	60 gp	2 lb.	Dagger of Life Stealing		60	2	2	 (x2)	The fang of a vampire spawn cannot transform a victim into a vampire the way a full vampire can. They do however still possess some necrotic energy which can be transferred to a weapon crafted from them.
vampire-spawn	Vampire Spawn	15	Vampire Spawn Heart	Varies	2 lb.			Varies	2	1		The heart of a vampire spawn is a pitiful thing. More often than not, it is the heart of an innocent creature corrupted by a force more powerful than itself. Although it may have turned to evil in its undeath, the heart can still do good by being used to combat its dark master. Use: A vampire spawn heart that has had the spell remove curse cast on it once a day for 7 consecutive days, resonates with an energy counter to the darkness that once pervaded it. In this condition, a vampire spawn heart will attempt to warn anyone holding it of the approach of its old master. It will begin to beat slowly if the original vampire is within 300 feet of the holder, and beat progressively faster as the original vampire draws near.
water-weird	Water Weird	10	Living Water	30 gp	1 lb.	Decanter of Endless Water	enchanted vial	30	1	1	 (vial)	A water weird that has dispersed into water upon death still carries some semblance of magic in it, if only for a few fleeting moments. If scooped up quickly and preserved properly, it can be used in various minor water magics. Requires enchanted vial.
water-weird	Water Weird	15	Mote of Water	100 gp	1 lb.	Elemental Gem (Emerald)	enchanted vial	100	1	1		When a water elemental's summoned form is dispersed, it leaves behind small balls of foam that continue to carry trace amounts of elemental energy. These need to be collected quickly in specialised containers to prevent further degredation. If collected properly, they can then be used to craft an elemental gem. Requires enchanted vial.
wight	Wight	10	Wight Blood	5 gp	1 lb.		vial	5	1	3	 (3 vials)	The blood of a wight is a black congealed mess, however it carries strong traces of necrotic energy. This energy reacts strangely with living creatures, granting them interesting abilities, but at a cost. Use: If you drink this vial of blood, for the next 24 hours you gain darkvision out to 60 ft., as well as the ability to see the life spark of all living things. This life spark appears as a white hot aura around a creature's body and is visible even through invisibility, and opaque cover no more than 2 feet thick. While able to see this spark, you have advantage on any Wisdom (Perception) checks made to find living creatures. However, if you are in sunlight, you also have disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. Also, you must succeed on a DC 13 Constitution saving throw or have your hit point maximum reduced by 1d6+2 until you finish a long rest. You die if this causes your hit point maximum to be reduced below 0 and then rise again 24 hours later as a wandering zombie unless your body is destroyed or you are restored to life.
wight	Wight	15	Wight Hand	30 gp	2 lb.	Hand of Undeath		30	2	1		The touch of a wight is known for its life-draining ability. Even after its soul has finally left it, a wight's body is permanently altered by the dark forces that reanimated it. All it takes is for another spark of necrotic energy to restore it to a usable state.
will-o-wisp	Will-O-Wisp	10	Mote of Necrotic Energy	10 gp	1 lb.		enchanted vial	10	1	1		A will-o'-wisp is a malevolent being comprised almost entirely of necrotic energy resembling a ball of light. Upon dispersal of their form, some of this energy can still be harvested and used for other necrotic purposes. Requires enchanted vial.Use: As an action, you may sprinkle this item over one creature within 5 feet of you that has 0 hit points and is still alive. The target must succeed on a DC 10 Constitution saving throw or die. If they die, you regain 3d6 hit points.
wraith	Wraith	15	Wraith Energy	85 gp	1 lb.	Curse of Spite	spirit paper	85	1	1		Wraiths are incorporeal figures, and as such, require the use of spirit paper to effectively harvest. Luckily, wraith energy is a very potent source of necrotic power, and makes for a potent curse when used properly. Requires spirit paper.
wyvern	Wyvern	10	Wyvern Tail	25 gp	20 lb.			25	20	1		Wyvern tails, when properly harvested and cleaned, possess weaker forms of the creature's infamous poison. This tail is often kept inside barrels of fermenting alcohol to imbue it with an extraordinarily strong flavour and proof. The proof is so high in fact that it is joked that wyvern tails kill more people after being removed than while they're still attached. 
wyvern	Wyvern	15	Wyvern Wing	25 gp	50 lb.	Wings of Flying (DMG)		25	50	2	 (x2)	Like the wings of many magical creatures, the wings of a wyvern are capable of being removed and transformed into artificial wings for their new owners.
wyvern	Wyvern	20	Wyvern Poison	600 gp	1 lb.		vial	600	1	1	 (vial)	Perhaps the most ubiquitous of all poisons, no assassin's kit is complete without at least one jar of wyvern poison. Use: Can be used to coat up to 15 pieces of slashing or piercing ammunition or one slashing or piercing weapon. Applying the poison takes 1 minute. For the next 10 minutes, any creature successfully hit must make a DC 15 Constitution saving throw, taking 7d6 poison damage on a failed save, or half that on a successful saving throw.
xorn	Xorn	10	Xorn Stomach	10 gp	50 lb.			10	50	1		As creatures able to digest metals and gems, a xorn's stomach is one of the hardiest organs in the multiverse. Their digestive tract is valued among jewellers and miners, who use them to clean off items they find in the tunnels.
xorn	Xorn	15	Xorn Tooth	8 gp	10 lb.	Stone Cleaver Weapon		8	10	4	 (x4)	The teeth of a xorn are capable of moving through rock and stone like a hot knife through butter. They are revered among miners and stonecutters alike for this ability and there is never enough supply to meet demand. Alternatively, a weapon made from these teeth can serve dual purposes when used by the spelunking adventurer.
xorn	Xorn	20	Xorn Eye	20 gp	15 lb.	Treasure Compass		20	15	3	 (x3)	A xorn's sensory organs are incredibly alien to regular humanoids and indeed, as xorn have a strange physiology that blends their eyes and noses together in some bizarre fashion. Either way, these organs are remarkably sensitive to the scent of precious metals and gems. The application of that knowledge should require no further explanation.
xorn	Xorn	25	Xorn Shell	60 gp	120 lb.	Stone Swim Armour		60	120	1		A xorn swims through rock the way a fish swims through water, thanks largely in part to its outer shell. It is very difficult to take this shell without cracking it, but if you can haul it back in one piece, it can make for a very useful suit of armour that will have you swimming laps through mountains.
yeti	Yeti	5	Yeti Tongue	10 gp	2 lb.			10	2	1		The howl of a yeti is renowned for either signalling, or even calling, avalanches and blizzards. Mountain clans long ago learned how to dry these tongues into reeds and place them in pipes that they believe whistle upon the approach of violent weather.
yeti	Yeti	10	Yeti Hide	25 gp	35 lb.	Boots of the Winterlands (DMG)		25	35	1		Yetis are capable of surviving in the darkest, coldest winters in part largely to their thick hides and coats. In the desperate struggle that are mountain peaks, these coats are worth more than their weight in gold, and any mountain chief would happily welcome a stranger into their hut when presented with a gift of yeti hide.
